"chr" "start" "end" "strand" "transcript_id" "exon_number"
"24705" "1" 179865436 179865854 "-" "ENST00000609928.6" 3
"24706" "1" 179877239 179877373 "-" "ENST00000609928.6" 2
"24707" "1" 92299059 92299073 "+" "ENST00000610020.2" 1
"24708" "7" 33062706 33062776 "-" "ENST00000610140.7" 1
"24709" "20" 3889387 3889430 "+" "ENST00000610179.7" 1
"24710" "2" 27629050 27629058 "+" "ENST00000610189.2" 1
"24711" "4" 576063 576295 "-" "ENST00000610212.3" 1
"24712" "3" 53347518 53347543 "-" "ENST00000610213.6" 1
"24713" "1" 114153773 114153869 "-" "ENST00000610222.3" 1
"24714" "4" 53321 53488 "+" "ENST00000610261.6" 1
"24715" "7" 75073738 75073802 "-" "ENST00000610322.5" 1
"24716" "13" 19993063 19993072 "+" "ENST00000610343.5" 3
"24717" "13" 19959958 19960026 "+" "ENST00000610343.5" 2
"24718" "13" 19958727 19958841 "+" "ENST00000610343.5" 1
"24719" "17" 36386896 36386896 "-" "ENST00000610350.4" 2
"24720" "17" 36388325 36388435 "-" "ENST00000610350.4" 1
"24721" "17" 35587322 35587428 "+" "ENST00000610402.5" 1
"24722" "17" 35594008 35594030 "+" "ENST00000610402.5" 2
"24723" "19" 39354006 39354066 "+" "ENST00000610417.5" 2
"24724" "19" 39356689 39356893 "+" "ENST00000610417.5" 3
"24725" "19" 39342421 39342576 "+" "ENST00000610417.5" 1
"24726" "5" 74767249 74767360 "+" "ENST00000610426.5" 1
"24727" "11" 5900632 5900776 "+" "ENST00000610445.2" 3
"24728" "11" 5893208 5893270 "+" "ENST00000610445.2" 1
"24729" "11" 5895632 5895713 "+" "ENST00000610445.2" 2
"24730" "X" 154886355 154886374 "+" "ENST00000610495.2" 1
"24731" "9" 21305257 21305313 "-" "ENST00000610521.2" 1
"24732" "7" 44122054 44122109 "-" "ENST00000610533.6" 2
"24733" "7" 44123511 44123548 "-" "ENST00000610533.6" 1
"24734" "X" 135833534 135833539 "-" "ENST00000610598.5" 2
"24735" "X" 135837042 135837280 "-" "ENST00000610598.5" 1
"24736" "15" 82349376 82349475 "-" "ENST00000610657.2" 1
"24737" "9" 21368011 21368057 "-" "ENST00000610660.2" 1
"24738" "7" 149195546 149195589 "+" "ENST00000610704.5" 1
"24739" "20" 5952011 5952015 "+" "ENST00000610722.4" 2
"24740" "20" 5950652 5951023 "+" "ENST00000610722.4" 1
"24741" "11" 111298546 111298581 "+" "ENST00000610738.6" 1
"24742" "2" 38075389 38075389 "-" "ENST00000610745.5" 2
"24743" "2" 38075780 38076151 "-" "ENST00000610745.5" 1
"24744" "16" 1706195 1706339 "+" "ENST00000610761.2" 1
"24745" "7" 128910677 128910709 "-" "ENST00000610776.5" 1
"24746" "13" 52156192 52156248 "-" "ENST00000610828.5" 2
"24747" "13" 52159543 52159597 "-" "ENST00000610828.5" 1
"24748" "8" 24956516 24956612 "-" "ENST00000610854.2" 1
"24749" "19" 49426410 49426430 "+" "ENST00000610896.3" 2
"24750" "19" 49425388 49425489 "+" "ENST00000610896.3" 1
"24751" "22" 37207804 37207839 "-" "ENST00000610913.2" 2
"24752" "22" 37211825 37212477 "-" "ENST00000610913.2" 1
"24753" "19" 56121172 56121295 "-" "ENST00000610935.2" 1
"24754" "19" 56103218 56103227 "-" "ENST00000610935.2" 2
"24755" "12" 109020869 109021068 "-" "ENST00000610966.5" 1
"24756" "X" 72938206 72938262 "+" "ENST00000611003.2" 1
"24757" "11" 72135947 72135952 "+" "ENST00000611028.3" 2
"24758" "11" 72135725 72135768 "+" "ENST00000611028.3" 1
"24759" "17" 5486566 5486684 "+" "ENST00000611091.5" 1
"24760" "17" 5488196 5488589 "+" "ENST00000611091.5" 2
"24761" "17" 5488823 5488862 "+" "ENST00000611091.5" 3
"24762" "19" 54463527 54463778 "-" "ENST00000611161.2" 1
"24763" "15" 21440012 21440499 "-" "ENST00000611217.5" 1
"24764" "10" 75431624 75431724 "+" "ENST00000611255.5" 1
"24765" "17" 36175051 36175051 "-" "ENST00000611257.5" 2
"24766" "17" 36176480 36176636 "-" "ENST00000611257.5" 1
"24767" "6" 158650054 158650078 "+" "ENST00000611299.5" 1
"24768" "6" 158662750 158663268 "+" "ENST00000611299.5" 4
"24769" "6" 158661269 158661385 "+" "ENST00000611299.5" 3
"24770" "6" 158651753 158651842 "+" "ENST00000611299.5" 2
"24771" "14" 24172080 24172552 "+" "ENST00000611366.5" 1
"24772" "7" 100875573 100875590 "+" "ENST00000611405.5" 2
"24773" "7" 100875103 100875328 "+" "ENST00000611405.5" 1
"24774" "6" 26246978 26246996 "-" "ENST00000611444.2" 1
"24775" "17" 21253265 21253410 "-" "ENST00000611551.1" 1
"24776" "2" 231206198 231206238 "+" "ENST00000611582.5" 2
"24777" "2" 231198631 231198698 "+" "ENST00000611582.5" 1
"24778" "17" 81637196 81637406 "+" "ENST00000611590.2" 1
"24779" "17" 81642307 81642412 "+" "ENST00000611590.2" 2
"24780" "8" 22109301 22109419 "-" "ENST00000611621.2" 1
"24781" "13" 63746741 63746800 "+" "ENST00000611641.1" 1
"24782" "X" 135854300 135854538 "-" "ENST00000611660.5" 1
"24783" "X" 135850784 135850789 "-" "ENST00000611660.5" 2
"24784" "15" 101489671 101489707 "-" "ENST00000611716.5" 1
"24785" "7" 76201896 76202067 "+" "ENST00000611745.2" 1
"24786" "7" 76235028 76235066 "+" "ENST00000611745.2" 2
"24787" "13" 49451553 49451893 "+" "ENST00000611815.2" 2
"24788" "13" 49444274 49444857 "+" "ENST00000611815.2" 1
"24789" "X" 44873188 44873551 "+" "ENST00000611820.5" 1
"24790" "12" 86049674 86049723 "-" "ENST00000611864.5" 2
"24791" "12" 86256239 86256391 "-" "ENST00000611864.5" 1
"24792" "12" 85989547 85989552 "-" "ENST00000611864.5" 3
"24793" "16" 76277401 76277662 "+" "ENST00000611870.5" 1
"24794" "16" 138268 138334 "-" "ENST00000611875.5" 2
"24795" "16" 138642 138673 "-" "ENST00000611875.5" 1
"24796" "3" 158110089 158110223 "+" "ENST00000611884.5" 1
"24797" "3" 158122103 158122104 "+" "ENST00000611884.5" 2
"24798" "17" 35981421 35981497 "-" "ENST00000611905.2" 1
"24799" "6" 27831528 27831560 "-" "ENST00000611927.2" 1
"24800" "9" 128275977 128276007 "-" "ENST00000611957.5" 1
"24801" "2" 110212526 110212547 "-" "ENST00000611969.5" 1
"24802" "X" 50470679 50470825 "-" "ENST00000611977.2" 1
"24803" "19" 15615218 15615280 "+" "ENST00000612078.5" 1
"24804" "19" 15615616 15615616 "+" "ENST00000612078.5" 2
"24805" "13" 113453438 113453488 "-" "ENST00000612156.3" 1
"24806" "17" 37609356 37609418 "-" "ENST00000612223.5" 1
"24807" "11" 63143780 63144221 "-" "ENST00000612278.4" 1
"24808" "7" 27110641 27110760 "-" "ENST00000612286.5" 5
"24809" "7" 27126886 27127070 "-" "ENST00000612286.5" 3
"24810" "7" 27140083 27140186 "-" "ENST00000612286.5" 2
"24811" "7" 27122559 27122642 "-" "ENST00000612286.5" 4
"24812" "7" 27152288 27152583 "-" "ENST00000612286.5" 1
"24813" "17" 43211875 43211922 "+" "ENST00000612339.4" 1
"24814" "17" 43212227 43212394 "+" "ENST00000612339.4" 2
"24815" "17" 43213021 43213041 "+" "ENST00000612339.4" 3
"24816" "2" 238848085 238848215 "+" "ENST00000612363.2" 1
"24817" "7" 75335343 75335464 "+" "ENST00000612377.3" 1
"24818" "7" 75336685 75337137 "+" "ENST00000612377.3" 2
"24819" "17" 50150514 50150677 "-" "ENST00000612501.2" 1
"24820" "14" 22766688 22766701 "+" "ENST00000612549.6" 1
"24821" "6" 113857345 113857745 "+" "ENST00000612661.2" 1
"24822" "6" 36704224 36704235 "+" "ENST00000612677.6" 2
"24823" "6" 36697826 36697915 "+" "ENST00000612677.6" 1
"24824" "17" 37987521 37989060 "-" "ENST00000612727.5" 1
"24825" "8" 103415386 103415446 "+" "ENST00000612750.5" 1
"24826" "22" 50343327 50343550 "+" "ENST00000612753.5" 1
"24827" "22" 50393893 50393908 "+" "ENST00000612753.5" 3
"24828" "22" 50372020 50372150 "+" "ENST00000612753.5" 2
"24829" "17" 74893596 74893633 "-" "ENST00000612771.5" 1
"24830" "17" 28406115 28406212 "-" "ENST00000612814.5" 1
"24831" "6" 27838569 27838661 "+" "ENST00000612898.2" 1
"24832" "6" 137867259 137867542 "+" "ENST00000612899.5" 1
"24833" "6" 137871213 137871227 "+" "ENST00000612899.5" 2
"24834" "8" 142666059 142666520 "-" "ENST00000612905.2" 2
"24835" "8" 142669932 142669967 "-" "ENST00000612905.2" 1
"24836" "X" 135816266 135816271 "-" "ENST00000612907.2" 2
"24837" "X" 135819774 135820012 "-" "ENST00000612907.2" 1
"24838" "20" 63006775 63006964 "-" "ENST00000612929.2" 1
"24839" "17" 38351844 38352052 "+" "ENST00000612932.6" 1
"24840" "13" 28820339 28820611 "+" "ENST00000612955.6" 1
"24841" "13" 28839778 28839850 "+" "ENST00000612955.6" 2
"24842" "13" 29024457 29024698 "+" "ENST00000612955.6" 3
"24843" "X" 49332730 49332737 "+" "ENST00000612958.2" 2
"24844" "X" 49331582 49331689 "+" "ENST00000612958.2" 1
"24845" "6" 26045384 26045410 "+" "ENST00000612966.3" 1
"24846" "22" 18527802 18527980 "+" "ENST00000612978.5" 1
"24847" "17" 36544919 36545097 "+" "ENST00000613102.5" 1
"24848" "17" 36545619 36545724 "+" "ENST00000613102.5" 2
"24849" "18" 79679803 79679947 "+" "ENST00000613122.5" 1
"24850" "20" 21705664 21705712 "+" "ENST00000613128.5" 1
"24851" "7" 45921141 45921272 "-" "ENST00000613132.5" 1
"24852" "6" 27865317 27865354 "+" "ENST00000613174.2" 1
"24853" "3" 13073015 13073429 "-" "ENST00000613206.2" 1
"24854" "13" 71866770 71867204 "-" "ENST00000613252.5" 1
"24855" "2" 73385836 73385868 "+" "ENST00000613296.6" 1
"24856" "17" 38730341 38730358 "+" "ENST00000613478.2" 1
"24857" "19" 2328684 2328709 "+" "ENST00000613503.5" 1
"24858" "16" 30395780 30395794 "+" "ENST00000613509.2" 2
"24859" "16" 30395420 30395578 "+" "ENST00000613509.2" 1
"24860" "1" 23743471 23743503 "+" "ENST00000613537.5" 1
"24861" "17" 181480 181650 "-" "ENST00000613549.3" 1
"24862" "17" 38297168 38297183 "+" "ENST00000613675.5" 1
"24863" "12" 43758951 43759016 "+" "ENST00000613694.5" 1
"24864" "12" 43768103 43768111 "+" "ENST00000613694.5" 2
"24865" "4" 65669743 65670489 "-" "ENST00000613740.5" 1
"24866" "6" 26020451 26020489 "+" "ENST00000613854.2" 1
"24867" "17" 36090059 36090143 "-" "ENST00000613922.2" 1
"24868" "7" 100733595 100733648 "+" "ENST00000613979.5" 1
"24869" "7" 100734027 100734168 "+" "ENST00000613979.5" 2
"24870" "19" 16148724 16148750 "+" "ENST00000613986.4" 2
"24871" "19" 16143685 16143774 "+" "ENST00000613986.4" 1
"24872" "3" 50205271 50205348 "+" "ENST00000614032.5" 1
"24873" "3" 50214149 50214199 "+" "ENST00000614032.5" 2
"24874" "2" 95176188 95176226 "+" "ENST00000614034.5" 2
"24875" "2" 95165809 95165860 "+" "ENST00000614034.5" 1
"24876" "19" 44447513 44447600 "-" "ENST00000614049.5" 2
"24877" "19" 44448309 44448472 "-" "ENST00000614049.5" 1
"24878" "19" 44442848 44443024 "-" "ENST00000614049.5" 3
"24879" "15" 23136732 23136822 "-" "ENST00000614055.2" 1
"24880" "6" 26183761 26183795 "+" "ENST00000614097.3" 1
"24881" "1" 150293861 150293898 "+" "ENST00000614145.5" 1
"24882" "1" 150294335 150294366 "+" "ENST00000614145.5" 2
"24883" "17" 38841390 38841438 "-" "ENST00000614158.2" 1
"24884" "22" 45413693 45413886 "+" "ENST00000614167.2" 1
"24885" "7" 2476384 2476398 "-" "ENST00000614228.2" 1
"24886" "17" 36937475 36938197 "+" "ENST00000614239.1" 1
"24887" "6" 26189077 26189112 "-" "ENST00000614247.2" 1
"24888" "16" 89093852 89093996 "+" "ENST00000614302.5" 1
"24889" "16" 89100662 89100681 "+" "ENST00000614302.5" 3
"24890" "16" 89098591 89098763 "+" "ENST00000614302.5" 2
"24891" "17" 74923074 74923255 "-" "ENST00000614341.5" 1
"24892" "15" 29822029 29822468 "-" "ENST00000614355.5" 1
"24893" "6" 26271385 26271413 "-" "ENST00000614378.2" 1
"24894" "17" 2735146 2735168 "-" "ENST00000614400.2" 2
"24895" "17" 2749411 2749652 "-" "ENST00000614400.2" 1
"24896" "17" 36537094 36537101 "+" "ENST00000614443.2" 2
"24897" "17" 36534987 36535592 "+" "ENST00000614443.2" 1
"24898" "3" 121730972 121730973 "-" "ENST00000614479.5" 2
"24899" "3" 121749632 121749741 "-" "ENST00000614479.5" 1
"24900" "7" 137846863 137846974 "-" "ENST00000614521.2" 1
"24901" "17" 63550477 63550677 "+" "ENST00000614556.5" 1
"24902" "X" 38804683 38804946 "+" "ENST00000614558.3" 3
"24903" "X" 38801459 38801487 "+" "ENST00000614558.3" 1
"24904" "X" 38802535 38804413 "+" "ENST00000614558.3" 2
"24905" "20" 61252261 61252513 "+" "ENST00000614565.5" 1
"24906" "5" 98926387 98926534 "-" "ENST00000614616.5" 2
"24907" "5" 98928539 98929007 "-" "ENST00000614616.5" 1
"24908" "17" 36534761 36534868 "-" "ENST00000614623.5" 1
"24909" "17" 36533953 36534104 "-" "ENST00000614623.5" 2
"24910" "17" 36532539 36532681 "-" "ENST00000614623.5" 3
"24911" "X" 46984884 46984894 "+" "ENST00000614628.5" 2
"24912" "X" 46912421 46912719 "+" "ENST00000614628.5" 1
"24913" "14" 81400279 81400324 "-" "ENST00000614646.5" 1
"24914" "14" 81398383 81398580 "-" "ENST00000614646.5" 2
"24915" "19" 48171794 48171802 "+" "ENST00000614654.2" 2
"24916" "19" 48170680 48170714 "+" "ENST00000614654.2" 1
"24917" "15" 22080527 22080624 "+" "ENST00000614722.3" 1
"24918" "17" 36601583 36601810 "+" "ENST00000614766.5" 1
"24919" "17" 38825184 38825321 "-" "ENST00000614790.5" 1
"24920" "X" 78750174 78750223 "+" "ENST00000614823.5" 2
"24921" "X" 78754791 78754869 "+" "ENST00000614823.5" 5
"24922" "X" 78750730 78750792 "+" "ENST00000614823.5" 3
"24923" "X" 78751210 78751311 "+" "ENST00000614823.5" 4
"24924" "X" 78747720 78748034 "+" "ENST00000614823.5" 1
"24925" "5" 176388540 176388598 "-" "ENST00000614830.5" 1
"24926" "1" 12746200 12746430 "+" "ENST00000614859.5" 1
"24927" "8" 119208363 119208472 "+" "ENST00000614891.5" 1
"24928" "15" 86079871 86079972 "+" "ENST00000614907.3" 1
"24929" "6" 26225135 26225154 "+" "ENST00000614911.3" 1
"24930" "1" 152114081 152114111 "-" "ENST00000614923.2" 2
"24931" "1" 152115391 152115444 "-" "ENST00000614923.2" 1
"24932" "19" 44529510 44529675 "-" "ENST00000614924.5" 1
"24933" "14" 91060435 91060641 "-" "ENST00000614987.5" 1
"24934" "19" 44397214 44397256 "-" "ENST00000614994.5" 2
"24935" "19" 44401568 44401608 "-" "ENST00000614994.5" 1
"24936" "3" 98264244 98264332 "+" "ENST00000615035.3" 1
"24937" "17" 36017898 36017972 "-" "ENST00000615050.2" 1
"24938" "18" 46174034 46174330 "+" "ENST00000615052.5" 1
"24939" "18" 46215811 46215880 "+" "ENST00000615052.5" 2
"24940" "X" 72875695 72875788 "-" "ENST00000615063.2" 2
"24941" "X" 72943575 72943837 "-" "ENST00000615063.2" 1
"24942" "12" 51324103 51324174 "-" "ENST00000615107.6" 1
"24943" "7" 151205455 151205496 "-" "ENST00000615129.4" 1
"24944" "17" 37375985 37376092 "+" "ENST00000615133.2" 1
"24945" "7" 100177918 100178005 "+" "ENST00000615138.5" 1
"24946" "7" 100180493 100180556 "+" "ENST00000615138.5" 2
"24947" "6" 26204610 26204644 "+" "ENST00000615164.3" 1
"24948" "17" 37411269 37411365 "+" "ENST00000615182.5" 2
"24949" "17" 37406886 37406949 "+" "ENST00000615182.5" 1
"24950" "22" 30397018 30397116 "+" "ENST00000615189.5" 1
"24951" "19" 1095316 1095375 "-" "ENST00000615234.5" 1
"24952" "3" 16884955 16885039 "+" "ENST00000615277.5" 1
"24953" "7" 31549426 31549499 "+" "ENST00000615280.5" 2
"24954" "7" 31553002 31553024 "+" "ENST00000615280.5" 3
"24955" "7" 31514090 31514120 "+" "ENST00000615280.5" 1
"24956" "12" 110048496 110048522 "-" "ENST00000615315.2" 1
"24957" "7" 75441497 75441647 "-" "ENST00000615331.5" 4
"24958" "7" 75474704 75474882 "-" "ENST00000615331.5" 3
"24959" "7" 75485864 75486299 "-" "ENST00000615331.5" 1
"24960" "7" 75475062 75475188 "-" "ENST00000615331.5" 2
"24961" "6" 27139282 27139308 "+" "ENST00000615353.2" 1
"24962" "15" 23039544 23039569 "-" "ENST00000615383.5" 1
"24963" "19" 38426092 38426219 "-" "ENST00000615439.5" 1
"24964" "16" 30740642 30740707 "+" "ENST00000615541.3" 1
"24965" "16" 30741741 30741743 "+" "ENST00000615541.3" 2
"24966" "6" 57317630 57317701 "+" "ENST00000615550.5" 1
"24967" "6" 57318437 57318445 "+" "ENST00000615550.5" 2
"24968" "2" 24124330 24124361 "+" "ENST00000615575.5" 2
"24969" "2" 24123469 24123533 "+" "ENST00000615575.5" 1
"24970" "22" 23095247 23095695 "+" "ENST00000615612.2" 2
"24971" "22" 23070519 23070570 "+" "ENST00000615612.2" 1
"24972" "5" 73448363 73448777 "-" "ENST00000615637.3" 1
"24973" "8" 143873254 143873298 "-" "ENST00000615648.2" 2
"24974" "8" 143878438 143878467 "-" "ENST00000615648.2" 1
"24975" "5" 81751043 81751097 "-" "ENST00000615665.5" 1
"24976" "8" 8386321 8386439 "-" "ENST00000615670.5" 1
"24977" "8" 8381748 8381834 "-" "ENST00000615670.5" 2
"24978" "15" 26971181 26971535 "+" "ENST00000615808.5" 1
"24979" "X" 155459928 155460005 "-" "ENST00000615853.1" 1
"24980" "17" 36103827 36103905 "+" "ENST00000615863.2" 1
"24981" "6" 26033569 26033618 "-" "ENST00000615868.2" 1
"24982" "20" 3822102 3822117 "+" "ENST00000615891.2" 2
"24983" "20" 3820547 3820758 "+" "ENST00000615891.2" 1
"24984" "17" 35943567 35943713 "-" "ENST00000615905.5" 1
"24985" "17" 35939357 35939558 "-" "ENST00000615905.5" 2
"24986" "10" 47762641 47763592 "-" "ENST00000615923.4" 1
"24987" "6" 26043658 26043713 "-" "ENST00000615966.2" 1
"24988" "9" 123033667 123033742 "+" "ENST00000616002.3" 1
"24989" "9" 123034171 123034566 "+" "ENST00000616002.3" 2
"24990" "1" 923923 924431 "+" "ENST00000616016.5" 1
"24991" "17" 36064272 36064342 "+" "ENST00000616054.2" 1
"24992" "5" 43040047 43040319 "-" "ENST00000616064.2" 1
"24993" "11" 45847475 45847490 "+" "ENST00000616080.2" 1
"24994" "17" 38005560 38005560 "+" "ENST00000616101.5" 2
"24995" "17" 38003976 38004131 "+" "ENST00000616101.5" 1
"24996" "8" 144409159 144409172 "-" "ENST00000616140.2" 2
"24997" "8" 144409289 144409335 "-" "ENST00000616140.2" 1
"24998" "6" 27893425 27893462 "+" "ENST00000616182.2" 1
"24999" "7" 74964705 74964985 "+" "ENST00000616305.2" 1
"25000" "11" 307816 308192 "+" "ENST00000616316.3" 1
"25001" "17" 37406300 37406836 "-" "ENST00000616317.5" 1
"25002" "22" 24762500 24762521 "-" "ENST00000616349.5" 2
"25003" "22" 24774322 24774720 "-" "ENST00000616349.5" 1
"25004" "6" 27872316 27872346 "-" "ENST00000616365.2" 1
"25005" "2" 55617286 55617622 "-" "ENST00000616407.2" 1
"25006" "15" 33193909 33194060 "-" "ENST00000616417.5" 2
"25007" "15" 33154915 33155045 "-" "ENST00000616417.5" 4
"25008" "15" 33180198 33180262 "-" "ENST00000616417.5" 3
"25009" "15" 33194578 33194714 "-" "ENST00000616417.5" 1
"25010" "22" 29306650 29307153 "+" "ENST00000616432.5" 1
"25011" "22" 29308087 29308105 "+" "ENST00000616432.5" 2
"25012" "14" 59484517 59484589 "+" "ENST00000616435.5" 1
"25013" "10" 49941726 49942027 "-" "ENST00000616448.2" 1
"25014" "11" 111871483 111871581 "-" "ENST00000616540.5" 1
"25015" "1" 27342022 27342150 "+" "ENST00000616558.5" 1
"25016" "1" 27345297 27345334 "+" "ENST00000616558.5" 2
"25017" "19" 4472297 4472350 "+" "ENST00000616600.5" 1
"25018" "1" 12617349 12618210 "-" "ENST00000616661.5" 1
"25019" "3" 50269147 50269240 "+" "ENST00000616701.5" 1
"25020" "3" 124934713 124934751 "-" "ENST00000616727.4" 1
"25021" "10" 45847348 45847500 "-" "ENST00000616763.6" 1
"25022" "5" 147782456 147782728 "-" "ENST00000616793.5" 1
"25023" "5" 147671807 147671954 "-" "ENST00000616793.5" 2
"25024" "9" 97938137 97938172 "-" "ENST00000616898.2" 1
"25025" "X" 46759030 46759118 "-" "ENST00000616978.5" 1
"25026" "17" 38343790 38343956 "-" "ENST00000616987.5" 1
"25027" "19" 46428360 46428936 "-" "ENST00000617053.3" 1
"25028" "1" 206003253 206003395 "-" "ENST00000617070.5" 1
"25029" "1" 205994136 205994151 "-" "ENST00000617070.5" 2
"25030" "17" 38605706 38605952 "-" "ENST00000617146.5" 1
"25031" "1" 46303323 46303616 "-" "ENST00000617190.5" 1
"25032" "10" 47999766 47999791 "-" "ENST00000617224.3" 1
"25033" "X" 154295030 154295124 "-" "ENST00000617225.5" 1
"25034" "X" 154292118 154292205 "-" "ENST00000617225.5" 2
"25035" "19" 10333508 10333529 "-" "ENST00000617231.5" 1
"25036" "3" 188341663 188341719 "+" "ENST00000617246.5" 3
"25037" "3" 188406112 188406120 "+" "ENST00000617246.5" 4
"25038" "3" 188225405 188225527 "+" "ENST00000617246.5" 2
"25039" "3" 188154157 188154252 "+" "ENST00000617246.5" 1
"25040" "20" 13784880 13784919 "-" "ENST00000617257.2" 1
"25041" "20" 13783141 13783183 "-" "ENST00000617257.2" 2
"25042" "9" 3395589 3395596 "-" "ENST00000617270.5" 2
"25043" "9" 3525747 3526001 "-" "ENST00000617270.5" 1
"25044" "8" 38917907 38917929 "+" "ENST00000617275.5" 2
"25045" "8" 38901346 38901445 "+" "ENST00000617275.5" 1
"25046" "11" 119057020 119057205 "-" "ENST00000617285.5" 1
"25047" "11" 119056161 119056167 "-" "ENST00000617285.5" 2
"25048" "5" 141397947 141398127 "+" "ENST00000617380.2" 1
"25049" "17" 36211063 36211141 "+" "ENST00000617405.5" 1
"25050" "17" 36486681 36486699 "+" "ENST00000617429.5" 1
"25051" "1" 1676700 1676846 "-" "ENST00000617444.5" 3
"25052" "1" 1692449 1692795 "-" "ENST00000617444.5" 1
"25053" "1" 1690976 1691393 "-" "ENST00000617444.5" 2
"25054" "6" 138773769 138773902 "+" "ENST00000617445.5" 1
"25055" "6" 138776079 138776120 "+" "ENST00000617445.5" 2
"25056" "19" 58183921 58183965 "+" "ENST00000617501.5" 2
"25057" "19" 58183061 58183442 "+" "ENST00000617501.5" 1
"25058" "17" 37512181 37512272 "+" "ENST00000617516.5" 3
"25059" "17" 37489891 37489958 "+" "ENST00000617516.5" 1
"25060" "17" 37510677 37510764 "+" "ENST00000617516.5" 2
"25061" "16" 29899020 29899550 "-" "ENST00000617533.5" 1
"25062" "7" 36724149 36724494 "-" "ENST00000617537.5" 1
"25063" "6" 26021649 26021678 "+" "ENST00000617569.2" 1
"25064" "15" 71810554 71810743 "+" "ENST00000617575.5" 1
"25065" "1" 227735435 227735499 "+" "ENST00000617596.5" 1
"25066" "1" 227747692 227747736 "+" "ENST00000617596.5" 2
"25067" "11" 43942637 43942904 "+" "ENST00000617612.3" 1
"25068" "17" 37643421 37643446 "-" "ENST00000617633.5" 1
"25069" "1" 171248494 171248623 "+" "ENST00000617670.6" 1
"25070" "1" 171258082 171258087 "+" "ENST00000617670.6" 2
"25071" "2" 232520388 232520598 "+" "ENST00000617714.2" 1
"25072" "15" 40953471 40953583 "+" "ENST00000617768.5" 1
"25073" "1" 13061144 13061324 "+" "ENST00000617807.3" 2
"25074" "1" 13060769 13060930 "+" "ENST00000617807.3" 1
